business_name,author_name,text,photo,rating,rating_category,location,irrelevant,spam,advertisement,rant,quality_score
Pizza Fellas,Deniz Bilgin,i strongly recommend if i come to the taste part it was very enjoyable to eat with their special sauces also the whole pizza was huge,dataset/outdoor_atmosphere/pizza_fellas_deniz_bilgin.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Pizza Fellas,Cihan Tas,it is very tasty similar to italian pizzas roast beef and mohair tl other pizzas tl an adult male eats slices pizzas are one size and slices,dataset/menu/pizza_fellas_cihan_tas.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Pizza Fellas,Seda Sinem,do not come around marmaris and do not leave without eating pizza at pizza fellas we ate mixed pizza they can make two types of pizza so delicious,dataset/taste/pizza_fellas_seda_sinem.png,5,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Pizza Fellas,Nesrin Kuyumcu,i never thought that the best pizza i ve ever eaten would be in akyaka thin pizzas are very tasty and the options are very good we recommend it to everyone who comes to akyaka,dataset/menu/pizza_fellas_nesrin_kuyumcu.png,5,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Pizza Fellas,Okan Uslu,it was as if a very delicious italian chef had come out of his hands you can eat with pleasure the owners are very good people i recommend,dataset/indoor_atmosphere/pizza_fellas_okan_uslu.png,4,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Pizza Fellas,Huseyin Uysal,the pizza is big enough for people the dough is very thin price is between tl,dataset/taste/pizza_fellas_huseyin_uysal.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Cafe Inn,Dila Kocatepe,the environment the interest and friendliness of the employees the taste is incredible it is so beautiful inside that you do not prefer to sit at the bottom of the sea depending on the day there are also things that are not written on the menu be sure to check it out hours have passed since the meal we are still talking about the beef brisket,dataset/indoor_atmosphere/cafe_inn_dila_kocatepe.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Cafe Inn,Hooman Sadati,without any taste how they are at the first rank we ate cafe inn pizza it was tl,dataset/taste/cafe_inn_hooman_sadati.png,1,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Cafe Inn,Serap Gunay,pizza is delicious i can say it is one of the rare tastes prices are in the range and one pizza is more than enough for two people if you are not very hungry the scenery is already gorgeous,dataset/indoor_atmosphere/cafe_inn_serap_gunay.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Cafe Inn,Tugba Gunaydin,the vegan breakfast made me extremely happy it was nice,dataset/menu/cafe_inn_tugba_gunaydin.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Cafe Inn,Can Ozdemir,whatever we ate was good the italian restaurant is the first thing that comes to mind apart from pizza and pasta ciger yahni was successful purslane salad presentations are successful taste point in datca,dataset/outdoor_atmosphere/cafe_inn_can_ozdemir.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,1.0,0.75
Cafe Inn,Berk Basarir,very enjoyable beautiful place pizza salad food taste is great,dataset/taste/cafe_inn_berk_basarir.png,5,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Cafe Inn,Mert Ozer,its breakfast is more satisfying than the places around it,dataset/indoor_atmosphere/cafe_inn_mert_ozer.png,4,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Cafe Inn,Kain Dijkman,nice intimate restaurant good service eye for detail clean really good food well presented,dataset/outdoor_atmosphere/cafe_inn_kain_dijkman.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Cafe Inn,Sarp Kendirci,the food is delicious but a little pricey the best cappucino in dat a is here,dataset/menu/cafe_inn_sarp_kendirci.png,3,menu,restaurant,0.0,0.0,0.0,0.0,1.0
Cafe Inn,Zafer Togay,it s a very delicious beautiful small business but the appointment is a bit difficult to find the pizzas are great cafe inn pizza and a wonderful cheese and brownie as dessert thank you for your good wishes,dataset/taste/cafe_inn_zafer_togay.png,5,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Cafe Inn,Eren Kesti,when i went i waited for almost minutes for the waiters to take care of me the taste was not bad the surrounding was beautiful,dataset/outdoor_atmosphere/cafe_inn_eren_kesti.png,2,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Riviera,Olgayali Yilmaz,it is a very very expensive place it took minutes for drinks to arrive,dataset/menu/riviera_olgayali_yilmaz.png,3,menu,restaurant,0.0,0.0,0.0,0.0,1.0
Riviera,Gorkey Bardakci,i had the creamy chicken vegetable stew it tasted excellent it was quite satisfying the environment is beautiful and spacious,dataset/taste/riviera_gorkey_bardakci.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Riviera,Mehmet Yaliniz,quality service and rich menu the attitude of the staff is really excellent a business that deserves stars,dataset/outdoor_atmosphere/riviera_mehmet_yaliniz.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Riviera,Goksel Aybek,the sushi was too small so it was not possible to taste the ingredients the rice was overcooked and lacked flavor it was missing except for the tail of the shrimp,dataset/taste/riviera_goksel_aybek.png,2,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Riviera,Cahide Koral,the staff was very engaged service and taste were perfect,dataset/indoor_atmosphere/riviera_cahide_koral.png,4,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Riviera,Aya Zhol,perfect location next to the sea music light in the evening lounge atmosphere in short everything is beautiful,dataset/outdoor_atmosphere/riviera_aya_zhol.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Riviera,Metin Tumay,it was very expensive but taste wasn t bad,dataset/menu/riviera_metin_tumay.png,2,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Riviera,YÃÂÃÂ±lmaz Unal,good quality service nice customer service they are happy to help with a smile,dataset/indoor_atmosphere/riviera_yÃÂÃÂ±lmaz_unal.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Riviera,Alex Aali,scrambled eggs with casserole and toast waited minutes at pm the main menu was denied and showed only breakfast available prices are much higher than other places,dataset/taste/riviera_alex_aali.png,2,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Riviera,Yahya Nawar,nice view good staff clean place and nice atmosphere,dataset/outdoor_atmosphere/riviera_yahya_nawar.png,3,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Riviera,Nirmal Narayan,nice food and good service located just near the beach as well,dataset/indoor_atmosphere/riviera_nirmal_narayan.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sakip Usta Gaziantep,Gamze Aciogli,it was very nice to be greeted with a smile when we first entered we went with my wife the services are very fast the empty services are removed immediately the washbasins were hygienic and clean and i would recommend a very reasonable place,dataset/taste/sakip_usta_gaziantep_gamze_aciogli.png,4,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Sakip Usta Gaziantep,Murat Erdemir,kebabs are good trotters are good desserts are good actually the decor part of the atmosphere is good only a lot of noise comes from the kitchen part employees are smiling,dataset/outdoor_atmosphere/sakip_usta_gaziantep_murat_erdemir.png,4,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sakip Usta Gaziantep,Berat TÃÂÃÂ¼rk,if you come to antep sit down and taste the beyran soup served plain and with garlic,dataset/indoor_atmosphere/sakip_usta_gaziantep_berat_turk.png,5,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Sakip Usta Gaziantep,Agah Beyoglu,i asked for garlic but i had a hard time getting the taste of the meat from the garlic flavor i ll try again with little or no garlic quite satisfying i like the taste too you should definitely try it,dataset/taste/sakip_usta_gaziantep_agah_beyoglu.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Sakip Usta Gaziantep,Serap Keskin,taste was amazing price was not high,dataset/menu/sakip_usta_gaziantep_serap_keskin.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Sakip Usta Gaziantep,Ahmet Coban,when i ate it in the past it tasted very good i think the chef has changed the atmosphere was average,dataset/indoor_atmosphere/sakip_usta_gaziantep_ahmet_coban.png,2,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Sakip Usta Gaziantep,Huseyin Bulut,we were very satisfied i strongly recommend trying it delicious appetizers come with the meals,dataset/taste/sakip_usta_gaziantep_huseyin_bulut.png,5,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Sakip Usta Gaziantep,Merve Balci,the food tastes good the atmosphere of the place was not very attractive,dataset/outdoor_atmosphere/sakip_usta_gaziantep_merve_balci.png,3,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sakip Usta Gaziantep,Goktug Yigit,we ate mumbar and kusleme and paid tl the meals were very tasty,dataset/taste/sakip_usta_goktug_yigit.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Sakip Usta Gaziantep,Kutay Demir,very cheap and delicious,dataset/menu/sakip_usta_gaziantep_kutay_demir.png,5,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Sakip Usta Gaziantep,Ali Kaya,ayran came when the meal was over the food was very bitter,dataset/indoor_atmosphere/sakip_usta_gaziantep_ali_kaya.png,5,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Imam Cagdas,Mustafa Ay,although the prices are a little high the quality is high so it does not disappoint the taste was very good well done,dataset/outdoor_atmosphere/imam_cagdas_mustafa_ay.png,5,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Imam Cagdas,Yalcin Cokzehir,we ordered etli ali nazik kebab they said he was the most famous we ate meat with yogurt the food was cold,dataset/taste/imam_cagdas_yalcin_cohzehir.png,2,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Imam Cagdas,Yusuf Gur,we came because it is a very famous place they had really delicious food,dataset/menu/imam_cagdas_yusuf_gur.png,4,menu,restaurant,0.0,0.0,0.0,0.0,1.0
Imam Cagdas,Humeyra Akyuz,ali nazik was tl lahmacun tl even tea with a fee of tl we visited so many places this was the most expensive,dataset/indoor_atmosphere/imam_cagdas_humeyra_akyuz.png,3,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Imam Cagdas,Muhammet Ikbal,the taste was very good but the prices were also very high,dataset/taste/imam_cagdas_muhammet_ikbal.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Imam Cagdas,Olcay Akin,located in gaziantep historical bazaar the place stands out with its beautiful and spacious ambiance i liked the place very much we came for dessert after dinner,dataset/outdoor_atmosphere/imam_cagdas_olay_akin.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Imam Cagdas,Duygu Er,i had the chance to taste many flavors all of them were very good i was amazed by ali nazik kebab,dataset/indoor_atmosphere/imam_cagdas_duygu_er.png,5,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Imam Cagdas,Ceylan Birgun,the restaurant that made our four day gaziantep holiday poison there is already excessive noise it is impossible to hear the person next to you the waiters are indifferent the order takes too long to arrive,dataset/menu/imam_cagdas_ceylan_birgun.png,1,menu,restaurant,0.0,0.0,0.0,0.0,1.0
Imam Cagdas,Hakan Unveren,they sold us rotten pistachios it sucks,dataset/taste/imam_cagdas_hakan_unveren.png,1,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Imam Cagdas,Hakan Solak,i don t know why we ate here despite the exorbitant prices a portion of kebab or sis meat product starts from tl as of the end of june naturally you expect a good portion but a tiny portion in the middle of the plate,dataset/indoor_atmosphere/imam_cagdas_hakan_solak.png,2,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Imam Cagdas,Sinan Ozen,a great business that does not compromise on its taste lahmacun garlic kebab yoghurt kebab the smile of the waiters everything is in place thank you very much for the nice service and delicious food,dataset/outdoor_atmosphere/imam_cagdas_sinan_ozen.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Gold Semaver,Tarik Yuce,the breakfast was very good i recommend it the presentations were also eye catching we paid tl for the table you see in the photo including teas and turkish coffees,dataset/taste/gold_semaver_tarik_yuce.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Gold Semaver,Yasemin Uzuner,the place is beautiful the staff was very nice we asked for tiramisu it was very fresh and beautiful,dataset/outdoor_atmosphere/gold_semaver_yasemin_uzun.png,4,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Gold Semaver,Gokhan Efe,beautiful place the breakfast is said to be good i had tea in the evening it was delicious it tastes like a samovar the environment is calm the music is jazz style suitable for the calm and soft atmosphere,dataset/indoor_atmosphere/gold_semaver_gokhan_efe.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Gold Semaver,Bunyamin Engin,hookah and ambiance is super,dataset/menu/gold_semaver_bunyamin_engin.png,5,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Gold Semaver,Mehmet Mercan,they have a problem with the service but if you re going to drink tea they do it well your tea is always hot over the fire,dataset/taste/gold_semaver_mehmet_mercan.png,3,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Gold Semaver,Hakan Tekelioglu,some of the coffee i wanted came spilled the coffee tasted dry also my wife s order was wrong,dataset/taste/gold_semaver_hakan_tekelioglu.png,1,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Gold Semaver,Mehrin Kuru,great,dataset/outdoor_atmosphere/gold_semaver_mehrin_guru.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Gold Semaver,Geordon Omand,lovely affordable seafront spot to while away the afternoon smoking nargile and playing backgammon tavla super hospitable employees and enjoyable ambience,dataset/indoor_atmosphere/gold_semaver_geordon_omand.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Gold Semaver,ALi Bes,a cheap and delicious place if you are passing by you should not continue without having a cup of tea,dataset/taste/gold_semaver_ali_bes.png,4,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Gold Semaver,Bayram Kale,seaside great view,dataset/outdoor_atmosphere/gold_semaver_bayram_kale.png,5,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Gold Semaver,Beril Kendirci,prices are nice,dataset/menu/gold_semaver_beril_kendirci.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Fethiye Dondurmacisi,Yeliz Eker,bitter mango bodrum tangerine honey almond big babas mastic gum walnut blackberry and forest fruit definitely recommend,dataset/taste/fethiye_dondurmacisi_yeliz_eker.png,5,taste,unidentified,1.0,0.0,0.0,0.0,0.75
Fethiye Dondurmacisi,Murat Yesilci,the prices are cheap from the center the ice cream is legendary don t miss out it s worth waiting in line it s the best ice cream shop in fethiye real milk ice cream,dataset/indoor_atmosphere/fethiye_dondurmacisi_murat_yesilci.png,5,indoor_atmosphere,unidentified,1.0,0.0,0.0,0.0,0.75
Fethiye Dondurmacisi,Arch Ao,absolutely perfect come try it,dataset/outdoor_atmosphere/fethiye_dondurmacisi_arch_ao.png,5,outdoor_atmosphere,unidentified,1.0,0.0,0.0,0.0,0.75
Fethiye Dondurmacisi,Zloy Grazhdanin,terrible this is a lie this is not ice cream this gum is an ice cream substitute,dataset/taste/fethiye_dondurmacisi_zloy_grazhdanin.png,1,taste,unidentified,1.0,0.0,0.0,1.0,0.5
Fethiye Dondurmacisi,Aygun Nurca,as i was crossing the road i noticed that we stopped the light ad is very good because everything has ice cream icons the only normal price i ve seen in fethiye is tl,dataset/indoor_atmosphere/fethiye_dondurmacisi_aygun_nurca.png,4,indoor_atmosphere,unidentified,1.0,0.0,0.0,0.0,0.75
Fethiye Dondurmacisi,Bekir Tunca,the atmosphere of the place was nice if you want to taste the ice creams i can say that it is an ordinary ice cream that you can eat anywhere,dataset/outdoor_atmosphere/fethiye_dondurmacisi_bekir_tunca.png,3,outdoor_atmosphere,unidentified,1.0,0.0,0.0,0.0,0.75
Fethiye Dondurmacisi,Batuhan Kinik,it literally gave me the feeling of chewing sugar it s not even about ice cream,dataset/taste/fethiye_dondurmacisi_batuhan_kinik.png,2,taste,unidentified,1.0,0.0,0.0,0.0,0.75
Fethiye Dondurmacisi,Semanur Cetin,we visited with my friends the lemon one was great,dataset/taste/fethiye_dondurmacisi_semanur_cetin.png,4,taste,unidentified,1.0,0.0,0.0,0.0,0.75
Fethiye Dondurmacisi,Derya Halis,a great taste i went on recommendation it was really true i also recommend it to you,dataset/outdoor_atmosphere/fethiye_dondurmacisi_derya_halis.png,5,outdoor_atmosphere,unidentified,1.0,0.0,0.0,0.0,0.75
Fethiye Dondurmacisi,Burak Aydogdu,their prices are very reasonable and their ice creams are delicious there is not only ice cream but also dessert sales inside there are many options for ice cream which is a very nice detail,dataset/taste/fethiye_dondurmacisi_burak_aydogdu.png,5,taste,unidentified,1.0,0.0,1.0,0.0,0.5
Fethiye Dondurmacisi,Ahmet Oz,on the way to the city center of fethiye a sweet place caught our attention the ice cream cone shaped totem on the road was very original,dataset/outdoor_atmosphere/fethiye_dondurmacisi_ahmet_oz.png,4,outdoor_atmosphere,unidentified,1.0,0.0,0.0,0.0,0.75
My Friends Burger,Ilknur Guntepe,the hamburger bread was very nice i didn t like his meatballs very much orders are coming out very quickly and the working friends are very kind thank you,dataset/indoor_atmosphere/my_friends_burger_ilknur_guntepe.png,4,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
My Friends Burger,Fethi Duhan Calik,a place that makes unorthodox burgers in samsun the hamburger bread is big and wide with lots of sesame seeds,dataset/outdoor_atmosphere/my_friends_burger_fethi_duhan_calik.png,4,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
My Friends Burger,Gun Oksay,it s a very nice place the hamburger is very nice the staff is very good there is a children s playground,dataset/indoor_atmosphere/my_friends_burger_gun_oksay.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
My Friends Burger,Hatice Isik,the place is nice the waiters work sulkily the location service and presentation are beautiful and his hamburger might be the most mediocre hamburger i ve ever had there is no meat taste in the meatball,dataset/taste/my_friends_burger_hatice_isik.png,2,taste,restaurant,0.0,0.0,0.0,0.0,1.0
My Friends Burger,Olcay Albayrak,mushroom burger the meat stays thin inside the huge burger bread and the meat and mushrooms do not stay in the bread because of the sauce applied on the bread,dataset/indoor_atmosphere/my_friends_burger_olcay_albayrak.png,3,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
My Friends Burger,Mahzun Zara,they have really saturated menus the prices are very good and as a place with a very nice interior and exterior decor with sea views i would definitely recommend it at the same time,dataset/menu/my_friends_burger_mahzun_zara.png,5,menu,restaurant,0.0,0.0,0.0,0.0,1.0
My Friends Burger,Gonul Bilir,i never liked the service very bad when we brought the wrong burger and returned it we had to wait that much longer the potatoes were terrible the only onion rings and mushrooms were beautiful i will never go to this place again,dataset/taste/my_friends_burger_gonul_bilir.png,1,taste,restaurant,0.0,0.0,0.0,1.0,0.75
My Friends Burger,Yunus Ercin,the burger is successful but the service is very slow i came to the place times they bring the order incorrectly,dataset/outdoor_atmosphere/my_friends_burger_yunus_ercin.png,3,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
My Friends Burger,Nilufer Yilmaz,the menu content is beautifully varied and satisfying,dataset/taste/my_friends_burger_nilufer_yilmaz.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
My Friends Burger,Firat Ismail,the price was not right i bought a piece menu the burger and bread did not taste good,dataset/taste/my_friends_burger_firat_ismail.png,2,taste,restaurant,0.0,0.0,0.0,0.0,1.0
My Friends Burger,Ayhan Aydin,the prices were generally reasonable the tastes were also good enough,dataset/menu/my_friends_burger_ayhan_aydin.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Mcdonalds Fethiye,Fatih Altinkaya,the menus offered by the friendly staff are something else the flavors we have tasted,dataset/indoor_atmosphere/mcdonalds_fethiye_fatih_altinkaya.png,5,indoor_atmosphere,restaurant,0.0,0.0,1.0,0.0,0.75
Mcdonalds Fethiye,Suleyman Keskin,i would like to thank the service in fethiye branch and especially mr samet the official here for his interest and relevance,dataset/taste/mcdonalds_fethiye_suleyman_keskin.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Mcdonalds Fethiye,Di Nessa,the menu is incomplete not much usually a disaster with happy sweet toys felt tip pens and a few cardboard coloring pages,dataset/outdoor_atmosphere/mcdonalds_fethiye_di_nessa.png,3,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Mcdonalds Fethiye,Ahmet Gedici,taste is exactly the same as in classic hamburgers prices are extra high,dataset/menu/mcdonalds_fethiye_ahmet_gedici.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Mcdonalds Fethiye,Metmet Sahin,every time i come to fethiye i stop by and fill my stomach with pleasure,dataset/indoor_atmosphere/mcdonalds_fethiye_mehmet_sahin.png,4,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Mcdonalds Fethiye,Cagla Cemre,in general everything was good but the tables were not collected during the minutes i was there it was messy inside,dataset/taste/mcdonalds_fethiye_cagla_cemre.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Mcdonalds Fethiye,Salih Ural,the ambiance of the place looks a bit old,dataset/outdoor_atmosphere/mcdonalds_fethiye_salih_ural.png,3,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Mcdonalds Fethiye,Hatice Akin,they are very fast and the food tastes good too,dataset/taste/mcdonalds_fethiye_hatice_akin.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Mcdonalds Fethiye,Serafettin Ozturk,the potatoes were almost dead and tasteless,dataset/taste/mcdonalds_fethiye_serafettin_ozturk.png,2,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Mcdonalds Fethiye,Kivanc Kulaksizoglu,i didn t like the gloomy dark atmosphere of the environment the toilets are dirty you are disgusted to wash your hands,dataset/outdoor_atmosphere/mcdonalds_fethiye_kivanc_kulaksizoglu.png,2,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Mcdonalds Fethiye,Serdar YÃÂÃÂ±ldÃÂÃÂ±z,there was a hair in the fries disgusting,dataset/menu/mcdonalds_fethiye_serdar_yildiz.png,1,menu,restaurant,0.0,0.0,0.0,1.0,0.75
Pukka Marmaris,Brad Murphy,in terms of price it is above marmaris prices in other words there are menus with prices above the average i was satisfied with almost everything i ate and drank,dataset/taste/pukka_marmaris_brad_murphy.png,4,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Pukka Marmaris,Gursel Vatansever,it is a place where the food is as amazing as the cocktails the sole fish was very good employees are very engaged,dataset/indoor_atmosphere/pukka_marmaris_gursel_vatansever.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
